,artist,title,label,rank,week_start,week_end,genre
5627,K.I.Z.,Hurra die Welt geht unter,Universal Domestic Vertigo,8,18.12.2015,24.12.2015,HipHop
5628,Gzuz,Ebbe & Flut,Auf!Keinen!Fall!,9,18.12.2015,24.12.2015,HipHop
5629,Kendrick Lamar,To Pimp A Butterfly,Interscope,10,18.12.2015,24.12.2015,HipHop
5630,MoTrip,Mama,Urban,11,18.12.2015,24.12.2015,HipHop
5631,Metrickz,Ultraviolett II,Metrickz,12,18.12.2015,24.12.2015,HipHop
5632,Fettes Brot,Teenager vom Mars,Fettes Brot,13,18.12.2015,24.12.2015,HipHop
5633,Cro,Melodie,Chimperator Productions,14,18.12.2015,24.12.2015,HipHop
5634,Alligatoah,Triebwerke,Trailerpark,15,18.12.2015,24.12.2015,HipHop
5635,Max Herre,MTV Unplugged Kahedi Radio Show,Nesola,16,18.12.2015,24.12.2015,HipHop
5636,SDP,Zurück in die Zukunst,Berliner Plattenbau,17,18.12.2015,24.12.2015,HipHop
5637,Cro,Raop,Chimperator Productions,18,18.12.2015,24.12.2015,HipHop
5638,Majoe,Breiter als 2 Türsteher,Banger Musik,19,18.12.2015,24.12.2015,HipHop
5639,Various Artists,Chronik III,Selfmade Records,20,18.12.2015,24.12.2015,HipHop
5640,Fler,Der Staat gegen Patrick Decker,Maskulin,1,11.12.2015,17.12.2015,HipHop
5641,Alligatoah,Musik ist keine Lösung,Trailerpark,2,11.12.2015,17.12.2015,HipHop
5642,Cro,MTV Unplugged,Chimperator Productions,3,11.12.2015,17.12.2015,HipHop
5643,Bushido & Shindy,Cla$$ic,Bushido,4,11.12.2015,17.12.2015,HipHop
5644,Sido,VI,Urban,5,11.12.2015,17.12.2015,HipHop
5645,Namika,Nador,Jive Germany,6,11.12.2015,17.12.2015,HipHop
5646,K.I.Z.,Hurra die Welt geht unter,Universal Domestic Vertigo,7,11.12.2015,17.12.2015,HipHop
5647,G-Eazy,When It's Dark Out,RCA International,8,11.12.2015,17.12.2015,HipHop
5648,Metrickz,Ultraviolett II,Metrickz,9,11.12.2015,17.12.2015,HipHop
5649,Gzuz,Ebbe & Flut,Auf!Keinen!Fall!,10,11.12.2015,17.12.2015,HipHop
5650,MoTrip,Mama,Urban,11,11.12.2015,17.12.2015,HipHop
5651,Alligatoah,Triebwerke,Trailerpark,12,11.12.2015,17.12.2015,HipHop
5652,Cro,Melodie,Chimperator Productions,13,11.12.2015,17.12.2015,HipHop
5653,Fettes Brot,Teenager vom Mars,Fettes Brot,14,11.12.2015,17.12.2015,HipHop
5654,SDP,Zurück in die Zukunst,Berliner Plattenbau,15,11.12.2015,17.12.2015,HipHop
5655,Majoe,Breiter als 2 Türsteher,Banger Musik,16,11.12.2015,17.12.2015,HipHop
5656,Various Artists,Chronik III,Selfmade Records,17,11.12.2015,17.12.2015,HipHop
5657,Kendrick Lamar,To Pimp A Butterfly,Interscope,18,11.12.2015,17.12.2015,HipHop
5658,Cro,Raop,Chimperator Productions,19,11.12.2015,17.12.2015,HipHop
